199.524521,196.196198,196.946945,196.946945,198.528534
202.702698,195.19519,202.382385,202.382385,196.171173
206.136139,202.607605,202.982986,202.982986,203.023026
206.016022,202.507507,205.405411,205.405411,204.54454
208.823822,205.555557,208.823822,208.823822,206.261261
215.015015,209.474472,213.4935,213.4935,209.57457
215.19519,211.911911,214.414413,214.414413,213.338333
216.446442,212.212219,216.041046,216.041046,213.213211
220.840836,217.467468,220.360367,220.360367,217.867874
223.89389,219.949951,222.382385,222.382385,222.757751
220.680679,217.277283,219.604599,219.604599,219.969971
220.470474,216.0961,218.02803,218.02803,219.509506
219.164169,213.548553,216.51651,216.51651,218.333328
217.082077,214.399399,214.714722,214.714722,216.101105
214.064072,210.815811,212.632629,212.632629,213.643646
210.960968,207.207214,208.593597,208.593597,210.960968
210.755753,207.917923,208.208206,208.208206,209.864868
210.070068,205.985992,207.787781,207.787781,208.303299
209.55455,206.706711,207.237244,207.237244,208.04805
210.440445,207.497498,210.255249,210.255249,209.314316
208.953949,201.146149,203.878876,203.878876,208.683685
204.699707,201.476471,203.043045,203.043045,203.528534
206.32132,203.48349,204.849854,204.849854,204.57457
208.158157,203.458466,208.093094,208.093094,203.703705
214.32933,206.761765,212.872879,212.872879,207.047043
214.11412,211.331329,212.282288,212.282288,213.213211
213.818817,209.319321,211.006012,211.006012,212.212219
213.413406,209.284286,209.704712,209.704712,212.312317
207.912918,203.608612,204.449448,204.449448,207.912918
205.525528,201.031036,205.01001,205.01001,203.453461
204.799805,198.188187,198.513519,198.513519,204.324326
203.203201,199.229233,201.446442,201.446442,200.200195
207.432434,203.103104,205.400406,205.400406,203.26326
208.89389,204.55455,207.40741,207.40741,204.994995
212.472473,207.797791,212.362366,212.362366,208.293289
213.578583,210.645645,212.557556,212.557556,212.067062
219.559555,214.459457,219.304306,219.304306,215.045044
223.098099,217.267273,221.521515,221.521515,218.558563
217.957962,213.563568,215.340347,215.340347,216.716721
216.641647,213.338333,215.300293,215.300293,215.155151
216.166168,213.073074,214.164169,214.164169,215.685684
215.315323,211.96196,214.059052,214.059052,214.214218
220.825821,212.962967,218.888885,218.888885,214.55455
225.470474,217.717712,223.583588,223.583588,218.123123
223.598602,219.024017,222.62262,222.62262,223.24324
221.626633,218.268265,220.145142,220.145142,220.720718
219.119125,216.161163,218.338333,218.338333,218.833832
225.960968,221.52652,223.043045,223.043045,221.52652
226.576584,221.436432,221.74675,221.74675,225.21521
227.17717,224.044037,226.331329,226.331329,224.594589
227.227234,224.439438,227.092087,227.092087,224.909912
228.683685,224.164169,225.795792,225.795792,228.228226
227.667664,224.489487,225.405411,225.405411,227.37738
229.939941,227.722717,228.778778,228.778778,228.063065
229.434433,227.122116,228.533539,228.533539,227.797791
228.843842,226.416412,227.197205,227.197205,227.062057
231.10611,227.687683,229.519516,229.519516,227.932938
232.59259,229.684677,231.371368,231.371368,231.306305
231.821823,228.673676,230.230225,230.230225,231.621628
226.221222,221.781784,222.667664,222.667664,225.975983
224.074081,221.381378,222.862869,222.862869,222.772766
222.722717,219.499496,222.207214,222.207214,220.21521
231.32132,225.840836,230.43544,230.43544,226.226227
233.278275,231.556549,232.852859,232.852859,233.003006
235.280273,232.442444,234.599594,234.599594,233.908905
237.412415,234.594589,235.920914,235.920914,234.799805
236.73674,233.583588,234.234238,234.234238,236.616623
234.524521,230.595596,233.26326,233.26326,234.524521
236.421417,231.921921,232.607605,232.607605,234.864868
231.161163,229.229233,231.066071,231.066071,230.125122
233.643646,227.437439,228.108109,228.108109,230.070068
229.394394,226.521515,226.731735,226.731735,228.138138
229.354355,227.727722,228.988983,228.988983,228.138138
231.531525,228.118118,230.880875,230.880875,229.014008
233.728729,228.148148,229.539536,229.539536,232.37738
233.368362,229.629623,232.217224,232.217224,229.759766
235.705704,231.231232,235.705704,235.705704,233.558563
236.886887,234.049042,236.306305,236.306305,235.43544
238.638641,235.260254,237.797791,237.797791,235.490494
239.694702,236.591599,239.009003,239.009003,237.777771
244.929932,239.479477,244.389389,244.389389,240.140137
248.933929,243.818817,246.10611,246.10611,245.530533
248.738739,245.860855,245.975983,245.975983,248.633636
249.699707,243.353348,248.748749,248.748749,244.11412
251.246246,249.15416,249.779785,249.779785,250.710709
253.753754,249.104111,249.479477,249.479477,250.64064
250.955963,246.74675,248.633636,248.633636,250.485489
250.21521,246.246246,246.486481,246.486481,247.392395
251.001007,246.896896,249.514511,249.514511,247.667664
250.125122,246.751755,249.514511,249.514511,250.015015
250.320328,243.863861,248.173172,248.173172,250.250244
248.48349,243.743744,243.843842,243.843842,246.74675
246.116119,241.541534,242.532532,242.532532,242.112106
246.461456,241.911911,244.504501,244.504501,244.069077
249.934937,246.0961,249.619614,249.619614,246.0961
259.754761,249.15416,259.029022,259.029022,249.749756
261.886902,256.926941,257.347351,257.347351,260.045044
261.016022,257.507507,258.383392,258.383392,258.583588
263.143158,259.919922,262.282288,262.282288,261.971985
263.993988,260.950958,263.318329,263.318329,262.457458
268.058044,265.265259,267.927917,267.927917,266.49649
268.718719,263.898895,265.220215,265.220215,267.142151
277.652649,272.537537,275.200195,275.200195,273.938934
277.077087,274.639648,276.32132,276.32132,276.621613
276.75174,270.620605,276.136139,276.136139,276.0961
279.954956,274.77478,275.825836,275.825836,275.230225
277.777771,274.274261,277.322327,277.322327,275.275269
279.224213,275.875885,277.122131,277.122131,277.902893
281.101105,275.720734,277.382385,277.382385,278.153168
277.557556,272.352356,274.419434,274.419434,275.760773
275.275269,269.394409,270.42041,270.42041,274.209198
276.191193,270.770782,275.800812,275.800812,271.776764
275.360352,267.38739,268.328339,268.328339,275.275269
270.0,264.384399,267.262268,267.262268,268.808807
269.019012,264.414429,268.91391,268.91391,265.270264
273.02301,268.478485,270.435425,270.435425,270.670685
275.160156,271.601593,274.599609,274.599609,272.017029
276.166168,273.02301,275.825836,275.825836,274.134125
281.571564,277.392395,281.53653,281.53653,278.002991
284.674683,281.281281,283.663666,283.663666,281.646637
287.037048,283.213226,285.565552,285.565552,285.525513
286.736725,283.03302,284.209198,284.209198,285.065063
286.541534,283.588593,286.31131,286.31131,284.929932
288.783783,286.676666,288.428436,288.428436,287.787781
289.039032,287.147156,289.034027,289.034027,287.722717
289.679688,286.32132,288.613617,288.613617,288.613617
287.287292,285.285278,286.781769,286.781769,287.17218
286.08609,284.984985,285.265259,285.265259,285.035034
293.593597,288.218231,291.466461,291.466461,288.533539
292.437439,288.558563,291.836823,291.836823,291.551544
293.823822,291.636627,293.163177,293.163177,293.498505
291.521515,285.770782,290.170166,290.170166,286.286285
292.127136,288.843842,291.791779,291.791779,290.605591
295.905914,291.791779,295.230225,295.230225,294.359344
296.801788,293.403412,294.049042,294.049042,295.795807
296.021027,292.792786,293.163177,293.163177,294.814819
297.712708,289.879883,292.797791,292.797791,296.806793
294.639648,290.790802,293.418427,293.418427,292.3974
295.625641,291.29129,293.818817,293.818817,292.042053
294.959961,292.082092,294.80481,294.80481,294.044037
297.652649,295.500488,296.046051,296.046051,295.515503
297.672668,294.159149,295.550537,295.550537,297.637634
298.953949,296.601593,298.163177,298.163177,297.972961
298.488495,295.790802,296.866852,296.866852,296.94696
300.485474,298.618622,299.179169,299.179169,299.599609
299.11911,297.177185,297.267273,297.267273,298.518524
299.764771,297.797791,298.508514,298.508514,298.313324
300.220215,298.133148,299.639648,299.639648,299.104095
301.051056,299.724731,300.86087,300.86087,300.970978
306.74173,301.726715,306.146149,306.146149,302.052063
310.070068,306.441437,309.549561,309.549561,306.771759
313.308319,309.549561,311.746735,311.746735,311.141144
312.732727,309.454468,310.01001,310.01001,312.682678
311.676666,309.314301,311.676666,311.676666,309.55957
313.013,310.300293,310.300293,310.300293,312.687683
315.070068,312.432434,313.68869,313.68869,313.788788
314.234222,311.081085,312.307312,312.307312,313.9039
313.243256,303.48349,304.434448,304.434448,313.243256
305.305298,296.621613,297.347351,297.347351,305.005005
301.926941,294.849854,301.31131,301.31131,296.296295
302.532532,297.317322,300.855865,300.855865,302.532532
299.379395,294.294281,295.535522,295.535522,299.124115
294.484497,287.237244,293.838837,293.838837,288.533539
297.3974,291.696686,295.220215,295.220215,292.242249
297.077087,289.309296,290.290283,290.290283,296.96698
295.505493,288.433441,294.104095,294.104095,290.8909
293.283295,287.932922,290.495483,290.495483,293.283295
293.703705,286.411407,291.781769,291.781769,292.012024
285.585571,267.697693,275.280273,275.280273,282.532532
275.21521,268.02301,270.270264,270.270264,273.568573
275.075073,268.413422,271.481476,271.481476,269.254242
274.099091,267.922913,271.32132,271.32132,270.905914
273.773773,265.565552,267.412415,267.412415,272.517517
270.765778,263.068054,265.235229,265.235229,269.514526
268.173187,265.415405,266.776764,266.776764,267.567566
267.747742,264.069061,265.825836,265.825836,267.747742
271.32132,264.379395,270.680695,270.680695,264.599609
269.269257,263.04303,263.653656,263.653656,268.768768
267.017029,261.491486,265.910919,265.910919,264.464478
271.271271,266.031036,267.002014,267.002014,266.51651
271.036041,267.802795,268.488495,268.488495,270.040039
269.164154,264.1091,267.492493,267.492493,267.302307
270.515503,265.015015,268.468475,268.468475,266.926941
268.843842,265.515503,266.826813,266.826813,266.75174
272.337341,267.417419,270.920929,270.920929,268.703705
271.971985,269.074066,269.374359,269.374359,271.271271
272.777771,268.338348,271.881897,271.881897,269.039032
272.287292,270.120117,270.650665,270.650665,270.535522
274.024017,270.770782,271.671661,271.671661,273.948944
272.087097,266.411407,267.802795,267.802795,271.771759
269.489502,265.520508,266.001007,266.001007,267.257263
264.509521,260.260254,263.478485,263.478485,263.823822
266.141144,262.002014,263.663666,263.663666,263.973969
266.911926,264.134125,266.611603,266.611603,264.864868
273.103088,267.772766,270.800812,270.800812,268.007996
274.33432,269.894897,272.932922,272.932922,271.451447
278.343353,273.373383,277.572571,277.572571,273.523529
284.11911,280.230225,282.38739,282.38739,280.955963
282.872864,280.785797,281.521515,281.521515,282.672668
282.61261,278.528534,280.375366,280.375366,280.2052
289.539551,281.386383,288.513519,288.513519,282.16217
293.398407,287.38739,290.86087,290.86087,287.417419
294.434448,289.869873,290.060059,290.060059,294.364349
285.01001,278.27829,281.871857,281.871857,283.623627
284.494507,280.660675,282.882874,282.882874,281.196198
286.011017,282.40741,283.063049,283.063049,284.434448
284.504517,281.761749,283.48349,283.48349,282.642639
284.284271,278.918915,280.280273,280.280273,280.280273
283.70871,277.417419,279.029022,279.029022,278.333344
279.434448,271.271271,274.77478,274.77478,278.798798
280.2052,270.120117,278.943939,278.943939,273.028015
286.286285,279.609619,281.72171,281.72171,279.789795
283.978973,280.290283,281.626617,281.626617,282.917908
282.642639,280.565552,281.5065,281.5065,281.781769
284.099091,280.42041,283.638641,283.638641,281.696686
285.155151,281.686676,283.843842,283.843842,282.8078
287.012024,283.058044,284.684692,284.684692,285.960968
287.727722,284.78479,285.790802,285.790802,285.735748
285.730743,282.982971,284.394409,284.394409,285.015015
284.659668,281.211212,282.052063,282.052063,283.933929
285.210205,280.305298,284.029022,284.029022,281.941956
284.669678,282.282288,283.393402,283.393402,284.029022
287.287292,283.393402,286.651642,286.651642,283.958954
294.734741,285.850861,293.67868,293.67868,286.551544
296.466461,292.297302,294.7948,294.7948,295.325317
